Num.,Candidate,Constituency,Votes,Percentage,Seat won,Party
8,SOBCZAK Justyna,Nr 11 [Sieradz],858,0.0,nie,4
9,NOWAK Wojciech Damian,Nr 11 [Sieradz],682,0.0,nie,4
10,GOGULSKA Malwina Anna,Nr 11 [Sieradz],294,0.0,nie,4
11,WOLNIEWICZ Adam Jan,Nr 11 [Sieradz],646,0.0,nie,4
12,SKOWRONEK Angelika,Nr 11 [Sieradz],477,0.0,nie,4
13,KOCIŃSKI Konrad Piotr,Nr 11 [Sieradz],458,0.0,nie,4
14,GACKOWSKA Weronika,Nr 11 [Sieradz],273,0.0,nie,4
15,HEJNIAK Sebastian Patryk,Nr 11 [Sieradz],206,0.0,nie,4
16,SZCZEŚNIAK Katarzyna Dorota,Nr 11 [Sieradz],273,0.0,nie,4
17,KARDAS Rafał Andrzej,Nr 11 [Sieradz],421,0.0,nie,4
18,WASIEWICZ Magdalena Ewa,Nr 11 [Sieradz],132,0.0,nie,4
19,ZAJĄC Mateusz Mariusz,Nr 11 [Sieradz],546,0.0,nie,4
20,ROSIŃSKA Natalia Paulina,Nr 11 [Sieradz],322,0.0,nie,4
21,ZIEMBA Aleksandra Anna,Nr 11 [Sieradz],378,0.0,nie,4
22,GIEROWSKI Rafał,Nr 11 [Sieradz],745,0.0,nie,4
1,WILCZYŃSKI Bartosz,Nr 12 [Kraków],11709,0.06,nie,4
2,KRAWCZYK Emil Piotr,Nr 12 [Kraków],2614,0.01,nie,4
3,CHMIEL Dariusz Bogdan,Nr 12 [Kraków],1239,0.01,nie,4
4,KUMANEK Grzegorz Jan,Nr 12 [Kraków],550,0.0,nie,4
5,BAJER Marcin Jakub,Nr 12 [Kraków],1113,0.01,nie,4
6,CURZYDŁO Jerzy,Nr 12 [Kraków],452,0.0,nie,4
7,SALAWA Marta,Nr 12 [Kraków],1006,0.01,nie,4
8,CZACHUR Adam Aleksander,Nr 12 [Kraków],366,0.0,nie,4
9,SIŁUSZYK Sylwia Małgorzata,Nr 12 [Kraków],466,0.0,nie,4
10,URBAŃSKA Anna Katarzyna,Nr 12 [Kraków],639,0.0,nie,4
11,MREŃCA Tomasz,Nr 12 [Kraków],306,0.0,nie,4
12,BANET Piotr Paweł,Nr 12 [Kraków],306,0.0,nie,4
13,SKWARCZYŃSKA Katarzyna Anna,Nr 12 [Kraków],380,0.0,nie,4
14,JASTRZĘBSKA Sylwia Jolanta,Nr 12 [Kraków],305,0.0,nie,4
15,ZASŁONA-POLAK Katarzyna,Nr 12 [Kraków],291,0.0,nie,4
16,KŁECZEK Tomasz,Nr 12 [Kraków],592,0.0,nie,4
1,BERKOWICZ Konrad Szczepan,Nr 13 [Kraków],36428,0.2,tak,4
2,KUPIEC Kamil Dawid,Nr 13 [Kraków],2927,0.02,nie,4
3,KRZYSZTONEK Jakub Artur,Nr 13 [Kraków],845,0.0,nie,4
4,BOCHEŃCZAK Bartosz Sebastian,Nr 13 [Kraków],846,0.0,nie,4
5,GOLONKA Wojciech Jerzy,Nr 13 [Kraków],1210,0.01,nie,4
6,MOSZKOWICZ Tomasz,Nr 13 [Kraków],402,0.0,nie,4
7,MASZTAFIAK Gabriela,Nr 13 [Kraków],640,0.0,nie,4
8,WOCH Józef,Nr 13 [Kraków],524,0.0,nie,4
9,PAPIEŻ Stanisław,Nr 13 [Kraków],1397,0.01,nie,4
10,ŁUKASZEWSKA-BAUMAN Joanna,Nr 13 [Kraków],371,0.0,nie,4
11,BARTOSZ Piotr Paweł,Nr 13 [Kraków],544,0.0,nie,4
12,WALKIEWICZ Michał,Nr 13 [Kraków],381,0.0,nie,4
13,DROZD Bartłomiej,Nr 13 [Kraków],500,0.0,nie,4
14,TRZAJNA Tomasz Krzysztof,Nr 13 [Kraków],151,0.0,nie,4
15,ŁOPACIŃSKA Barbara,Nr 13 [Kraków],331,0.0,nie,4
16,CZOSNOWSKA Aleksandra,Nr 13 [Kraków],324,0.0,nie,4
17,MONTICELLI Krzysztof Jan,Nr 13 [Kraków],206,0.0,nie,4
18,ZAJĄC Grzegorz Lucjan,Nr 13 [Kraków],309,0.0,nie,4
19,SOBIENIOWSKI Miłosz Stanisław,Nr 13 [Kraków],186,0.0,nie,4
20,SMOROŃ Anna Józefa,Nr 13 [Kraków],165,0.0,nie,4
21,ADAMCZYK Jakub Jan,Nr 13 [Kraków],521,0.0,nie,4
22,DZIADOSZ Jagoda,Nr 13 [Kraków],212,0.0,nie,4
23,PĘCZEK Janina,Nr 13 [Kraków],133,0.0,nie,4
24,HOJDA Iwona Katarzyna,Nr 13 [Kraków],197,0.0,nie,4
25,DYMANUS Aldona Anna,Nr 13 [Kraków],175,0.0,nie,4
26,PĘDZIWIATR Grzegorz Miłosz,Nr 13 [Kraków],891,0.0,nie,4
27,KULIŃSKA Lucyna Michalina,Nr 13 [Kraków],1039,0.01,nie,4
1,SKUPIEŃ Andrzej,Nr 14 [Nowy Sącz],12889,0.07,nie,4
2,GŁĄB Rafał Grzegorz,Nr 14 [Nowy Sącz],1394,0.01,nie,4
3,MATONOG Marzena Maria,Nr 14 [Nowy Sącz],846,0.0,nie,4
4,WOJTYCZKA Kamil Józef,Nr 14 [Nowy Sącz],990,0.01,nie,4
5,MAŚLANKA Halina Sylwia,Nr 14 [Nowy Sącz],703,0.0,nie,4
6,LACHNER Krystian Wojciech,Nr 14 [Nowy Sącz],393,0.0,nie,4
7,BALCERAK Alicja Barbara,Nr 14 [Nowy Sącz],669,0.0,nie,4
8,LAZAR Radosław Ryszard,Nr 14 [Nowy Sącz],355,0.0,nie,4
9,WILK Ryszard Jakub,Nr 14 [Nowy Sącz],2778,0.02,nie,4
10,CZOSNOWSKI Radosław Maria,Nr 14 [Nowy Sącz],525,0.0,nie,4
11,BOŻYK Mariusz Stanisław,Nr 14 [Nowy Sącz],251,0.0,nie,4
12,MATUSIK Sylwester Andrzej,Nr 14 [Nowy Sącz],368,0.0,nie,4
13,MAZGAJ Marcin Jan,Nr 14 [Nowy Sącz],577,0.0,nie,4
14,KRÓL Marcin,Nr 14 [Nowy Sącz],1102,0.01,nie,4
15,JASKÓŁKA Wojciech Piotr,Nr 14 [Nowy Sącz],257,0.0,nie,4
16,FLOREK Karolina Agnieszka,Nr 14 [Nowy Sącz],414,0.0,nie,4
17,LIS Maria Magdalena,Nr 14 [Nowy Sącz],416,0.0,nie,4
18,TYLISZCZAK-SŁYŚ Małgorzata Stanisława,Nr 14 [Nowy Sącz],124,0.0,nie,4
19,SZTERLEJA-BELDA Barbara Maria,Nr 14 [Nowy Sącz],64,0.0,nie,4
20,DOBROWOLSKI Stanisław,Nr 14 [Nowy Sącz],632,0.0,nie,4
1,KWAŚNIAK Czesław Alfred,Nr 15 [Tarnów],10908,0.06,nie,4
2,MACOŃ Radosław Michał,Nr 15 [Tarnów],3166,0.02,nie,4
3,WÓJCIKIEWICZ Konrad Mariusz,Nr 15 [Tarnów],1179,0.01,nie,4
4,ŁACH Barbara Janina,Nr 15 [Tarnów],871,0.0,nie,4
5,POCIĘGIEL Grzegorz Wojciech,Nr 15 [Tarnów],405,0.0,nie,4
6,SZUBA Andrzej Piotr,Nr 15 [Tarnów],981,0.01,nie,4
7,SMOŁA Agata Magdalena,Nr 15 [Tarnów],688,0.0,nie,4
8,JEZIOREK Ewelina Anna,Nr 15 [Tarnów],525,0.0,nie,4
9,MUCHA Marta Magdalena,Nr 15 [Tarnów],766,0.0,nie,4
10,LECHOWICZ Maria Barbara,Nr 15 [Tarnów],555,0.0,nie,4
11,STACHOWICZ Kamil,Nr 15 [Tarnów],830,0.0,nie,4
12,BORYCZKA Alina Barbara,Nr 15 [Tarnów],387,0.0,nie,4
13,SERAFIN Karol Zygmunt,Nr 15 [Tarnów],435,0.0,nie,4
14,SOSIN Maciej Zbigniew,Nr 15 [Tarnów],616,0.0,nie,4
15,NOWAK Jadwiga Maria,Nr 15 [Tarnów],302,0.0,nie,4
16,NIEDZIUŁKA Bartłomiej Bogusław,Nr 15 [Tarnów],647,0.0,nie,4
17,GAGATEK Krzysztof Grzegorz,Nr 15 [Tarnów],1434,0.01,nie,4
1,USIĄDEK Paweł,Nr 16 [Płock],9099,0.05,nie,4
2,SMOSARSKA Dorota,Nr 16 [Płock],1173,0.01,nie,4
3,CIECHANOWSKI Grzegorz,Nr 16 [Płock],1450,0.01,nie,4
4,STELMACH Tomasz Józef,Nr 16 [Płock],1489,0.01,nie,4
5,SĘKOWSKI Krzysztof,Nr 16 [Płock],843,0.0,nie,4
6,RZECZKOWSKI Paweł Janusz,Nr 16 [Płock],555,0.0,nie,4
7,SZADKOWSKA Katarzyna,Nr 16 [Płock],700,0.0,nie,4
8,FLORYSIAK Mirosława,Nr 16 [Płock],166,0.0,nie,4
9,SZYDŁOWSKA Beata Irena,Nr 16 [Płock],308,0.0,nie,4
10,ZADROŻNY Bartosz,Nr 16 [Płock],834,0.0,nie,4
11,DŁUTOWSKA Agnieszka,Nr 16 [Płock],295,0.0,nie,4
12,ZAGÓRSKI Adrian Paweł,Nr 16 [Płock],319,0.0,nie,4
13,MAKARA Marek Janusz,Nr 16 [Płock],239,0.0,nie,4
14,BARTOSEWICZ Monika Danuta,Nr 16 [Płock],214,0.0,nie,4
15,GROTKOWSKA-PUŚCIKOWSKA Joanna Ewa,Nr 16 [Płock],148,0.0,nie,4
16,SPALIŃSKI Krzysztof Kazimierz,Nr 16 [Płock],119,0.0,nie,4
17,DŁUTOWSKA Anna,Nr 16 [Płock],161,0.0,nie,4
18,ADAMSKA Anna Ewa,Nr 16 [Płock],283,0.0,nie,4
19,KOWALSKI Krzysztof Franciszek,Nr 16 [Płock],371,0.0,nie,4
20,WAŁKUSKI Jerzy,Nr 16 [Płock],639,0.0,nie,4
1,SZEWCZYK Marek Wacław,Nr 17 [Radom],8817,0.05,nie,4
2,NOWAK Dawid Stanisław,Nr 17 [Radom],1996,0.01,nie,4
3,PADUCH Marzena Hanna,Nr 17 [Radom],1063,0.01,nie,4
4,AMANOWICZ Krystian Adam,Nr 17 [Radom],944,0.01,nie,4
5,FORYŚ Rafał Jan,Nr 17 [Radom],985,0.01,nie,4
6,LECHOWSKI Krzysztof Grzegorz,Nr 17 [Radom],756,0.0,nie,4
7,DRABIK Alina,Nr 17 [Radom],699,0.0,nie,4
8,ANDUŁA Miłosz,Nr 17 [Radom],337,0.0,nie,4
9,LAGNER Ewelina,Nr 17 [Radom],417,0.0,nie,4
10,KUCHCIK Bartłomiej,Nr 17 [Radom],472,0.0,nie,4
11,RODZIEWICZ Bożena Danuta,Nr 17 [Radom],153,0.0,nie,4
12,KONOPSKI Mateusz Michał,Nr 17 [Radom],418,0.0,nie,4
13,ARASZKIEWICZ Martyna,Nr 17 [Radom],185,0.0,nie,4
14,SZYDŁO Dorota,Nr 17 [Radom],407,0.0,nie,4
15,KACA Maksymilian Przemysław,Nr 17 [Radom],602,0.0,nie,4
16,SZYMANOWSKA Dominika,Nr 17 [Radom],290,0.0,nie,4
17,BŁASZCZYK Marcin,Nr 17 [Radom],513,0.0,nie,4
18,KUMOREK Władysław Leszek,Nr 17 [Radom],670,0.0,nie,4
1,TOŁWIŃSKI Krzysztof,Nr 18 [Siedlce],11567,0.06,nie,4
2,GĄGOL Jakub,Nr 18 [Siedlce],1861,0.01,nie,4
3,PASTOR Dariusz Piotr,Nr 18 [Siedlce],925,0.01,nie,4
4,RADZIKOWSKA Edyta,Nr 18 [Siedlce],1525,0.01,nie,4
5,MULAWA Krzysztof,Nr 18 [Siedlce],1478,0.01,nie,4
6,SKŁADANOWSKI Roman Ryszard,Nr 18 [Siedlce],495,0.0,nie,4
7,KRUPIŃSKA Anna,Nr 18 [Siedlce],1347,0.01,nie,4
8,DŁUSKA-REDES Ewa,Nr 18 [Siedlce],428,0.0,nie,4
9,WIĘCKOWSKI Paweł Wojciech,Nr 18 [Siedlce],737,0.0,nie,4
10,REDUCH Izabela,Nr 18 [Siedlce],713,0.0,nie,4
11,WIELĄDEK Rafał Piotr,Nr 18 [Siedlce],499,0.0,nie,4
12,WOŹNIAK Mariusz,Nr 18 [Siedlce],904,0.0,nie,4
13,JASIŃSKI Marek,Nr 18 [Siedlce],611,0.0,nie,4
14,SOCHARSKA Hanna,Nr 18 [Siedlce],284,0.0,nie,4
15,KASJANIUK Ada,Nr 18 [Siedlce],343,0.0,nie,4
16,BALA Paweł,Nr 18 [Siedlce],942,0.01,nie,4
17,USIĄDEK Anna,Nr 18 [Siedlce],207,0.0,nie,4
18,IGNACIUK Grzegorz,Nr 18 [Siedlce],581,0.0,nie,4
19,TOBIASZ Maria,Nr 18 [Siedlce],426,0.0,nie,4
20,KRASSOWSKI Marcin Daniel,Nr 18 [Siedlce],424,0.0,nie,4
21,BRYK Bartłomiej Beniamin,Nr 18 [Siedlce],553,0.0,nie,4
22,ŻMUDZIŃSKI Jakub Andrzej,Nr 18 [Siedlce],947,0.01,nie,4
23,HARASIM Michał,Nr 18 [Siedlce],517,0.0,nie,4
24,JOŃCZYK Beata Edyta,Nr 18 [Siedlce],1076,0.01,nie,4
1,KORWIN-MIKKE Janusz Ryszard,Nr 19 [Warszawa],60385,0.33,tak,4
2,PEJO Bartłomiej Artur,Nr 19 [Warszawa],9634,0.05,nie,4
3,SKUTECKI Paweł Juliusz,Nr 19 [Warszawa],5899,0.03,nie,4
4,MODELSKA-CREECH Mirosława Zofia,Nr 19 [Warszawa],3303,0.02,nie,4
5,MAGIERA Wiesław Marian,Nr 19 [Warszawa],1509,0.01,nie,4
6,KOWALIŃSKI Aleksander Filip,Nr 19 [Warszawa],1097,0.01,nie,4
7,NITECKA Ewa Alicja,Nr 19 [Warszawa],2339,0.01,nie,4
8,BOROWSKI Jan,Nr 19 [Warszawa],2031,0.01,nie,4
9,KRZEKOTOWSKA Krystyna Anna,Nr 19 [Warszawa],635,0.0,nie,4
10,JURKIEWICZ Gabriela Zofia,Nr 19 [Warszawa],1225,0.01,nie,4
11,WAWER Alina Barbara,Nr 19 [Warszawa],765,0.0,nie,4
12,TUMANOWICZ Sławomir,Nr 19 [Warszawa],1045,0.01,nie,4
13,KUMÓR Andrzej Paweł,Nr 19 [Warszawa],492,0.0,nie,4
14,KRANAS Justyna Stefania,Nr 19 [Warszawa],236,0.0,nie,4
15,ŻELAZNY Krystian Zbigniew,Nr 19 [Warszawa],756,0.0,nie,4
16,ROSS Sebastian,Nr 19 [Warszawa],944,0.01,nie,4
17,ZIĘTEK-WIELOMSKA Magdalena,Nr 19 [Warszawa],1012,0.01,nie,4
18,URBANEK Antoni Konrad,Nr 19 [Warszawa],288,0.0,nie,4
19,ZIÓŁKOWSKI Wojciech Bartosz,Nr 19 [Warszawa],488,0.0,nie,4
20,BODAKOWSKI Jan Antoni,Nr 19 [Warszawa],601,0.0,nie,4
21,KOWALSKI Jarosław Grzegorz,Nr 19 [Warszawa],494,0.0,nie,4
22,JARZĄBEK Łukasz Zbigniew,Nr 19 [Warszawa],460,0.0,nie,4
23,KOWALSKA Agnieszka,Nr 19 [Warszawa],814,0.0,nie,4
24,KESSLING Izabela,Nr 19 [Warszawa],263,0.0,nie,4
25,BABIAK Andrzej,Nr 19 [Warszawa],316,0.0,nie,4
26,FLORYSIAK Jacek Piotr,Nr 19 [Warszawa],193,0.0,nie,4
27,STERKOWSKI Piotr Roman,Nr 19 [Warszawa],226,0.0,nie,4
28,DMOWSKI Rafał Przemysław,Nr 19 [Warszawa],973,0.01,nie,4
29,POKOJSKA Angelika Justyna,Nr 19 [Warszawa],235,0.0,nie,4
30,UTECHT Martyna,Nr 19 [Warszawa],265,0.0,nie,4
31,KRELLER-STANISŁAWEK Urszula Irena,Nr 19 [Warszawa],85,0.0,nie,4
32,NIEZNAŃSKA Paulina,Nr 19 [Warszawa],518,0.0,nie,4
33,KŁOS Rafał Patryk,Nr 19 [Warszawa],409,0.0,nie,4
34,KUŚMIERCZYK Marcin Józef,Nr 19 [Warszawa],203,0.0,nie,4
35,KASPRZAK Rajmund Krzysztof,Nr 19 [Warszawa],249,0.0,nie,4
36,KASJANIUK Adam,Nr 19 [Warszawa],156,0.0,nie,4
37,RUMIŃSKI Jakub Maciej,Nr 19 [Warszawa],165,0.0,nie,4
38,ROSOWSKI Włodzimierz Witold,Nr 19 [Warszawa],888,0.0,nie,4
39,ZIÓŁKOWSKA Katarzyna Maria,Nr 19 [Warszawa],729,0.0,nie,4
40,KROGULSKI Mariusz Lesław,Nr 19 [Warszawa],1518,0.01,nie,4
1,WAWER Michał Jan,Nr 20 [Warszawa],14869,0.08,nie,4
2,PAZIO Rafał Piotr,Nr 20 [Warszawa],3770,0.02,nie,4
3,NIEZNAŃSKI Michał,Nr 20 [Warszawa],1282,0.01,nie,4
4,KORWIN-MIKKE Jacek Baltazar,Nr 20 [Warszawa],9724,0.05,nie,4
5,CHMIELECKI Bogdan Jerzy,Nr 20 [Warszawa],543,0.0,nie,4
6,CYNKIER Tomasz Jan,Nr 20 [Warszawa],349,0.0,nie,4
7,ŚLIWA Anna Małgorzata,Nr 20 [Warszawa],1546,0.01,nie,4
8,TROCHANOWSKA Beata Elżbieta,Nr 20 [Warszawa],398,0.0,nie,4
9,FILIPEK Piotr,Nr 20 [Warszawa],1249,0.01,nie,4
10,WITASZEK Zbigniew,Nr 20 [Warszawa],526,0.0,nie,4
11,LECH-RĄCZKA Teresa,Nr 20 [Warszawa],251,0.0,nie,4
12,ŻOŁEK Julia Maria,Nr 20 [Warszawa],416,0.0,nie,4
13,JANIK Michał Jan,Nr 20 [Warszawa],629,0.0,nie,4
14,LUTY Edyta Agnieszka,Nr 20 [Warszawa],634,0.0,nie,4
15,SKWARSKI Adam Andrzej,Nr 20 [Warszawa],236,0.0,nie,4
16,PINTARA Anna Jadwiga,Nr 20 [Warszawa],226,0.0,nie,4
17,BAJKOWSKI Rafał,Nr 20 [Warszawa],336,0.0,nie,4
18,DROŻDŻ Piotr Dariusz,Nr 20 [Warszawa],333,0.0,nie,4
19,PUŁAWSKI Sebastian,Nr 20 [Warszawa],265,0.0,nie,4
20,RUMIŃSKA Anna Patrycja,Nr 20 [Warszawa],248,0.0,nie,4
21,STERKOWSKA Ewelina,Nr 20 [Warszawa],166,0.0,nie,4
22,TOTT Karol Tadeusz,Nr 20 [Warszawa],230,0.0,nie,4
23,CHOJNACKA Grażyna Wiesława,Nr 20 [Warszawa],386,0.0,nie,4
24,SMUNIEWSKI Konrad Paweł,Nr 20 [Warszawa],1063,0.01,nie,4
1,WILK Jacek,Nr 21 [Opole],14526,0.08,nie,4
2,FOMICZ Łukasz Rafał,Nr 21 [Opole],1249,0.01,nie,4
3,SZKARUPSKI Daniel,Nr 21 [Opole],559,0.0,nie,4
4,BARTNIK Longin,Nr 21 [Opole],620,0.0,nie,4
5,BEDRUNKA Jakub Hubert,Nr 21 [Opole],743,0.0,nie,4
6,SIENKIEWICZ Ewa Małgorzata,Nr 21 [Opole],781,0.0,nie,4
7,PUK Bartosz Adam,Nr 21 [Opole],502,0.0,nie,4
8,JASTRZĘBSKA Anna Maria,Nr 21 [Opole],537,0.0,nie,4
9,SEKIETA Kamila Urszula,Nr 21 [Opole],238,0.0,nie,4
10,DZIONY Anna,Nr 21 [Opole],391,0.0,nie,4
11,PRZEŁOŻNA Teresa,Nr 21 [Opole],180,0.0,nie,4
12,WOJNAR Genowefa,Nr 21 [Opole],139,0.0,nie,4
13,PĘKALSKI Marcin,Nr 21 [Opole],667,0.0,nie,4
14,GÓRNY Jarosław,Nr 21 [Opole],277,0.0,nie,4
15,KWIECIŃSKA Jolanta Halina,Nr 21 [Opole],210,0.0,nie,4
16,ZARĘBA Zbigniew,Nr 21 [Opole],424,0.0,nie,4
17,JARECKI Tomasz,Nr 21 [Opole],393,0.0,nie,4
18,DZIĘGIELEWSKI Zbigniew Henryk,Nr 21 [Opole],138,0.0,nie,4
19,ROMANOWICZ Bartosz Dawid,Nr 21 [Opole],602,0.0,nie,4
1,ZAPAŁOWSKI Andrzej Tomasz,Nr 22 [Krosno],12579,0.07,nie,4
2,BERKOWICZ Adam Roman,Nr 22 [Krosno],4749,0.03,nie,4
3,KRĘŻAŁEK Kazimierz Zygmunt,Nr 22 [Krosno],644,0.0,nie,4
4,STADNICKI Robert Stanisław,Nr 22 [Krosno],883,0.0,nie,4
5,ZYCH Małgorzata,Nr 22 [Krosno],1250,0.01,nie,4
6,KRZANOWSKI Jan Franciszek,Nr 22 [Krosno],553,0.0,nie,4
7,SZWED Michał,Nr 22 [Krosno],894,0.0,nie,4
8,ZIELIŃSKI Janusz Jan,Nr 22 [Krosno],827,0.0,nie,4
9,FILIP Tomasz Rafał,Nr 22 [Krosno],645,0.0,nie,4
10,DUDZIŃSKA-SOBOLEWSKA Grażyna Henryka,Nr 22 [Krosno],216,0.0,nie,4
11,WOJTUCH Ryszard Jan,Nr 22 [Krosno],251,0.0,nie,4
12,NADBRZESKA Jadwiga Anna,Nr 22 [Krosno],133,0.0,nie,4
13,SIKORA Aleksandra Justyna,Nr 22 [Krosno],408,0.0,nie,4
14,HRYSIO Marlena Emilia,Nr 22 [Krosno],232,0.0,nie,4
15,DYGUŁA Aleksander,Nr 22 [Krosno],185,0.0,nie,4
16,PERŻYŁO Anna Maria,Nr 22 [Krosno],168,0.0,nie,4
17,DULĘBA Witold Aleksander,Nr 22 [Krosno],271,0.0,nie,4
18,ANTOCHÓW Joanna,Nr 22 [Krosno],160,0.0,nie,4
19,SOBOLEWSKI Zdzisław,Nr 22 [Krosno],202,0.0,nie,4
20,GOLBA Paweł Kamil,Nr 22 [Krosno],626,0.0,nie,4
21,BOCHNIA Ewelina,Nr 22 [Krosno],316,0.0,nie,4
22,ZUCHOWSKI Jan Maria,Nr 22 [Krosno],423,0.0,nie,4
1,BRAUN Grzegorz Michał,Nr 23 [Rzeszów],31148,0.17,tak,4
2,BUCZEK Tomasz Wojciech,Nr 23 [Rzeszów],3639,0.02,nie,4
3,ŻYGADŁO Piotr,Nr 23 [Rzeszów],1010,0.01,nie,4
4,ZYCH Witold Andrzej,Nr 23 [Rzeszów],1231,0.01,nie,4
5,KROLL Gabriel Czesław,Nr 23 [Rzeszów],366,0.0,nie,4
6,SUROWANIEC Anna Krystyna,Nr 23 [Rzeszów],842,0.0,nie,4
7,KUSZ Kamil Michał,Nr 23 [Rzeszów],593,0.0,nie,4
8,KUMOREK Dariusz Jan,Nr 23 [Rzeszów],399,0.0,nie,4
9,LIPIŃSKI Zbigniew,Nr 23 [Rzeszów],293,0.0,nie,4
10,KORWIN-MIKKE Dominika Maria,Nr 23 [Rzeszów],2451,0.01,nie,4
11,WOŁOSZYN Tomasz,Nr 23 [Rzeszów],477,0.0,nie,4
12,ZARĘBSKI Waldemar,Nr 23 [Rzeszów],349,0.0,nie,4
13,OCHAŁ Katarzyna Kinga,Nr 23 [Rzeszów],459,0.0,nie,4
14,ZIĘBA Tomasz Sylwester,Nr 23 [Rzeszów],332,0.0,nie,4
15,PRACOWNIK Teresa Jadwiga,Nr 23 [Rzeszów],371,0.0,nie,4
16,SALWA Małgorzata Kazimiera,Nr 23 [Rzeszów],320,0.0,nie,4
17,KOTOWICZ Mariola Ksenia,Nr 23 [Rzeszów],365,0.0,nie,4
18,DĄBEK Damian Łukasz,Nr 23 [Rzeszów],478,0.0,nie,4
19,STRZAŁKA Albert Jan,Nr 23 [Rzeszów],222,0.0,nie,4
20,LIS Aleksandra Mirosława,Nr 23 [Rzeszów],308,0.0,nie,4
21,JEDYNAK Dariusz Grzegorz,Nr 23 [Rzeszów],187,0.0,nie,4
22,WACYRA Paulina Elżbieta,Nr 23 [Rzeszów],165,0.0,nie,4
23,FILA Piotr Robert,Nr 23 [Rzeszów],409,0.0,nie,4
24,ŚRODOŃ Monika Paulina,Nr 23 [Rzeszów],217,0.0,nie,4
25,ZAPAŁOWSKA Monika Ewa,Nr 23 [Rzeszów],128,0.0,nie,4
26,BATORA Marcin Mateusz,Nr 23 [Rzeszów],455,0.0,nie,4
27,BROŻ Robert Krzysztof,Nr 23 [Rzeszów],53,0.0,nie,4
28,BIELECKA Karolina Maria,Nr 23 [Rzeszów],251,0.0,nie,4
29,FLIS Michał,Nr 23 [Rzeszów],318,0.0,nie,4
30,MAZUR Krzysztof,Nr 23 [Rzeszów],764,0.0,nie,4
1,WINNICKI Robert Artur,Nr 24 [Białystok],22639,0.12,tak,4
2,KIEŁCZEWSKI Adam,Nr 24 [Białystok],1772,0.01,nie,4
3,KRASOWSKI Krzysztof,Nr 24 [Białystok],1723,0.01,nie,4
4,NICEWICZ Stanisław,Nr 24 [Białystok],971,0.01,nie,4
5,MAJEWSKA Barbara,Nr 24 [Białystok],915,0.0,nie,4
6,JABŁOŃSKI Krzysztof,Nr 24 [Białystok],809,0.0,nie,4
7,GONTARSKA Marzanna,Nr 24 [Białystok],508,0.0,nie,4
8,BIELAWSKI Wiesław Henryk,Nr 24 [Białystok],262,0.0,nie,4
9,DANILUK Jolanta,Nr 24 [Białystok],580,0.0,nie,4
10,KOŁOSOWSKA Katarzyna,Nr 24 [Białystok],317,0.0,nie,4
11,DZIEDZIC Zenon,Nr 24 [Białystok],365,0.0,nie,4
12,PROKOPOWICZ Paweł,Nr 24 [Białystok],376,0.0,nie,4
13,KOŁAKOWSKI Adam,Nr 24 [Białystok],510,0.0,nie,4
14,ZAJKO Katarzyna,Nr 24 [Białystok],565,0.0,nie,4
15,ROKICKI Mariusz,Nr 24 [Białystok],287,0.0,nie,4
16,IWANOWSKA Adrianna,Nr 24 [Białystok],190,0.0,nie,4
17,WAIS Michał Eugeniusz,Nr 24 [Białystok],135,0.0,nie,4
18,GRABOWSKA Monika,Nr 24 [Białystok],287,0.0,nie,4
19,SADOWSKI Jakub Andrzej,Nr 24 [Białystok],283,0.0,nie,4
20,BARANOWSKI Hubert,Nr 24 [Białystok],336,0.0,nie,4
21,PRZANOWSKA Izabela,Nr 24 [Białystok],141,0.0,nie,4
22,LEWONIEWSKI Marcin,Nr 24 [Białystok],150,0.0,nie,4
23,PROKOPOWICZ Anna Katarzyna,Nr 24 [Białystok],212,0.0,nie,4
24,KARWOWSKI Łukasz,Nr 24 [Białystok],276,0.0,nie,4
25,JĘDRZEJEWSKI Andrzej Tomasz,Nr 24 [Białystok],110,0.0,nie,4
26,KOSSAKOWSKI Mariusz,Nr 24 [Białystok],390,0.0,nie,4
27,ZABOROWSKA Karina,Nr 24 [Białystok],195,0.0,nie,4
28,STYPKA Maciej,Nr 24 [Białystok],903,0.0,nie,4
1,URBANIAK Michał Piotr,Nr 25 [Gdańsk],14918,0.08,tak,4
2,PRUŚ Sylwester Zbigniew,Nr 25 [Gdańsk],6126,0.03,nie,4
3,MOJZESOWICZ Wojciech,Nr 25 [Gdańsk],661,0.0,nie,4
4,ZABOROWSKI Arkadiusz,Nr 25 [Gdańsk],1412,0.01,nie,4
5,WELKA Michał,Nr 25 [Gdańsk],843,0.0,nie,4
6,OCHAŁ Andrzej,Nr 25 [Gdańsk],1234,0.01,nie,4
7,WYSOKIŃSKA Monika Agnieszka,Nr 25 [Gdańsk],1168,0.01,nie,4
8,RABĘDA Krzysztof,Nr 25 [Gdańsk],827,0.0,nie,4
9,CZARNECKA Anna,Nr 25 [Gdańsk],1384,0.01,nie,4
10,PAWEŁCZAK Barnaba Bogusz,Nr 25 [Gdańsk],294,0.0,nie,4
11,PAPROCKA Małgorzata Maria,Nr 25 [Gdańsk],382,0.0,nie,4
12,PIASECKA Dorota Magdalena,Nr 25 [Gdańsk],451,0.0,nie,4
13,PASZKO Dagmara,Nr 25 [Gdańsk],548,0.0,nie,4
14,LABUDA Katarzyna,Nr 25 [Gdańsk],745,0.0,nie,4
15,SEREDYŃSKI Konrad Bartłomiej,Nr 25 [Gdańsk],365,0.0,nie,4
